,Date,Close
0,1981-05-01,
1,1981-05-02,
2,1981-05-04,
3,1981-05-06,
4,1981-05-07,
5,1981-05-08,
6,1981-05-09,120.74285714285715
7,1981-05-12,120.05714285714285
8,1981-05-13,119.54285714285713
9,1981-05-14,119.67142857142858
10,1981-05-15,119.77142857142857
11,1981-05-16,120.08571428571427
12,1981-05-18,120.42857142857143
13,1981-05-19,120.72857142857143
14,1981-05-20,121.10000000000001
15,1981-05-21,121.31428571428572
16,1981-05-22,121.21428571428571
17,1981-05-23,121.08571428571429
18,1981-05-25,121.08571428571429
19,1981-05-26,121.35714285714286
20,1981-05-27,121.91428571428573
21,1981-05-28,122.55714285714285
22,1981-05-29,123.28571428571429
23,1981-05-30,124.07142857142857
24,1981-06-01,124.91428571428573
25,1981-06-02,125.8
26,1981-06-03,126.77142857142859
27,1981-06-04,127.32857142857142
28,1981-06-05,127.67142857142858
29,1981-06-08,128.18571428571428
30,1981-06-09,129.1
31,1981-06-10,130.1285714285714
32,1981-06-11,131.12857142857143
33,1981-06-12,132.05714285714285
34,1981-06-13,133.32857142857142
35,1981-06-15,134.92857142857142
36,1981-06-16,136.74285714285716
37,1981-06-17,137.71428571428572
38,1981-06-18,137.8857142857143
39,1981-06-19,138.44285714285715
40,1981-06-20,138.94285714285712
41,1981-06-22,139.11428571428573
42,1981-06-23,139.07142857142858
43,1981-06-24,138.9
44,1981-06-25,139.22857142857143
45,1981-06-26,140.35714285714286
46,1981-06-27,141.2
47,1981-06-29,142.27142857142857
48,1981-06-30,143.9857142857143
49,1981-07-01,146.44285714285715
50,1981-07-02,148.35714285714286
51,1981-07-03,150.34285714285716
52,1981-07-04,152.5
53,1981-07-06,154.84285714285716
54,1981-07-07,157.5
55,1981-07-08,159.25714285714284
56,1981-07-09,160.31428571428572
57,1981-07-10,161.0142857142857
58,1981-07-11,161.67142857142858
59,1981-07-13,161.74285714285716
60,1981-07-14,161.0142857142857
61,1981-07-15,159.45714285714286
62,1981-07-16,158.42857142857142
63,1981-07-18,157.70000000000002
