id,Attrition
1677,0.16442990433364443
1678,0.11319694749796133
1679,0.1170166618774931
1680,0.12623504219796314
1681,0.18848593554348803
1682,0.10887269074439943
1683,0.11963404322249181
1684,0.11313052845822429
1685,0.08853331313620727
1686,0.14465162684377644
1687,0.08607646935322164
1688,0.12489019114987725
1689,0.09136028516167645
1690,0.09698309684601653
1691,0.14398563594414587
1692,0.15574345462704106
1693,0.14179687120498077
1694,0.09691849227434923
1695,0.230015376899458
1696,0.11740842857638292
1697,0.20582147644644128
1698,0.08768458011325136
1699,0.11898032373158364
1700,0.11981676732762503
1701,0.1861281985937891
1702,0.10249077241793068
1703,0.0991687515584949
1704,0.09638732218021946
1705,0.13379137127737117
1706,0.10543526821780784
1707,0.14353791989885095
1708,0.11771449793044811
1709,0.10452023073116085
1710,0.158578312624911
1711,0.1271064876632994
1712,0.16952624639495104
1713,0.08050301461232394
1714,0.10930110920498154
1715,0.11106577087865041
1716,0.10380959336789554
1717,0.10064372617214241
1718,0.1231698449449627
1719,0.12070919228649235
1720,0.08650580203119708
1721,0.16889533263338558
1722,0.08699737021961974
1723,0.08938427476702117
1724,0.1431079757039056
1725,0.09204206206011349
1726,0.07403901505259622
1727,0.12931072407730862
1728,0.13235244498687354
1729,0.10173240424200386
1730,0.08719281246522251
1731,0.09720640398905582
1732,0.1547746395694095
1733,0.11286157974991844
1734,0.08960775103931161
1735,0.12226278720978305
1736,0.13590155658253894
1737,0.1215997537942787
1738,0.10196477568309976
1739,0.09373811982921909
1740,0.08225690287756919
1741,0.16655721896822817
1742,0.09072314957673858
1743,0.17359042568844868
1744,0.10960604712145548
1745,0.07911884536201354
1746,0.08292759251283656
1747,0.11498513468739008
1748,0.08987804658102017
1749,0.10635624022812333
1750,0.14203626426202753
1751,0.15688126002513633
1752,0.0950550603183572
1753,0.088018248667637
1754,0.18562030944260166
1755,0.06711323335092845
1756,0.13800626571855207
1757,0.10518749304728768
1758,0.07504552636207869
1759,0.08639911103029575
1760,0.12302333019777502
1761,0.08235812923846934
1762,0.09885230149376299
1763,0.10808420721579828
1764,0.14257090963453034
1765,0.1151047934745487
1766,0.09552508796040701
1767,0.09066340680533663
1768,0.22605905399658455
1769,0.17592807558853615
1770,0.13842760774296758
1771,0.11357498652121337
1772,0.07024596356300572
1773,0.13790669091721589
1774,0.1290952968681636
1775,0.12386803229891058
1776,0.07745869472355872
1777,0.10487807601240451
1778,0.2156469977984891
1779,0.09783996465088186
1780,0.12929998331640058
1781,0.09564986672357982
1782,0.08488837695618401
1783,0.11120528340650174
1784,0.20548946252880512
1785,0.1443698136645694
1786,0.11187867215438181
1787,0.11986149219566875
1788,0.11669885583690379
1789,0.15202477992992972
1790,0.12514176539550492
1791,0.19459816801661753
1792,0.07336987067284369
1793,0.23542174688342413
1794,0.07854802113646571
1795,0.09031785478342465
1796,0.14354193498368445
1797,0.10143165628443848
1798,0.1357726570379524
1799,0.10416174497359675
1800,0.08501326933650256
1801,0.14453977538675977
1802,0.15671582851330526
1803,0.11156795534586328
1804,0.08138244667438654
1805,0.18901682924630187
1806,0.10256219968735485
1807,0.12609341173756916
1808,0.12517216241521037
1809,0.1324142779558823
1810,0.11741075727541428
1811,0.10229026855385884
1812,0.17529415778155089
1813,0.20395276191665132
1814,0.11043411005242047
1815,0.10028760663028337
1816,0.16872788870180105
1817,0.07933943635456854
1818,0.14453141249059454
1819,0.07867773413754903
1820,0.08934237128038543
1821,0.12158796150263416
1822,0.15318622628903603
1823,0.08788380595404309
1824,0.1762223257533452
1825,0.09208036395617851
1826,0.13452313160463947
1827,0.09790999640448339
1828,0.11482555280866859
1829,0.12788181071881413
1830,0.12534787164953684
1831,0.21956486046677606
1832,0.10206788869069014
1833,0.12182229716410577
1834,0.12129758588291031
1835,0.12892275407194478
1836,0.11532338116516261
1837,0.10045282091318603
1838,0.08893521958776059
1839,0.08559285366730901
1840,0.13547454863064023
1841,0.1411726597995272
1842,0.1283363856110599
1843,0.08910553241987662
1844,0.11000035270876016
1845,0.1634701607491788
1846,0.09509347912630384
1847,0.09064903362119514
1848,0.09787343743422888
1849,0.09161264224478477
1850,0.1456222364904669
1851,0.21730706999026672
1852,0.10030303466447961
1853,0.12314866744561304
1854,0.13773671501876433
1855,0.16225822576437848
1856,0.16589387800372724
1857,0.10977762426811755
1858,0.15779498213223925
1859,0.08123144265141788
1860,0.08566126037223734
1861,0.11076028140646897
1862,0.11224490908282421
1863,0.14158924018078134
1864,0.07954734618864708
1865,0.07757158138164277
1866,0.11256437521449937
1867,0.1287833086132195
1868,0.19499686852085907
1869,0.17441986265601866
1870,0.12797871564184896
1871,0.11213678616426874
1872,0.0843731131472591
1873,0.09548086554095643
1874,0.10027811296365247
1875,0.07730954598145073
1876,0.11798980973096014
1877,0.13119476190083876
1878,0.07987909985134974
1879,0.1087925919465825
1880,0.1743524679876723
1881,0.15971829293914347
