iter	RMSE
0	0.07149316732
1	0.07049639929
2	0.06958185013
3	0.06880281689
4	0.06810100717
5	0.06748960312
6	0.06689762757
7	0.0663736881
8	0.0658101956
9	0.06533234539
10	0.06496395532
11	0.06454378951
12	0.06422479893
13	0.06390072587
14	0.06364017742
15	0.06342402775
16	0.06317411186
17	0.06289983936
18	0.06260879371
19	0.0623631394
20	0.06216726383
21	0.06198219745
22	0.06174914166
23	0.06155703525
24	0.06132526681
25	0.06116806023
26	0.06101301883
27	0.06084154665
28	0.06059864014
29	0.06044250328
30	0.06030590786
31	0.06014175817
32	0.06001652451
33	0.05990410172
34	0.05972391319
35	0.05956996297
36	0.05945198593
37	0.05935950966
38	0.05921713521
39	0.05912403474
40	0.05899660913
41	0.05889563499
42	0.05880499821
43	0.05870346085
44	0.05860326091
45	0.05849338247
46	0.05838506979
47	0.05829082449
48	0.05819815069
49	0.05812788919
50	0.05803325518
51	0.05798582837
52	0.05793787419
53	0.05783113823
54	0.05776526511
55	0.05769095948
56	0.05760311489
57	0.0575046631
58	0.05744939986
59	0.057395988
60	0.05733935599
61	0.05728248221
62	0.05721882886
63	0.05714172294
64	0.0570922471
65	0.05701287672
66	0.05697913941
67	0.05693112548
68	0.05688560742
69	0.05684048176
70	0.05678435609
71	0.05671614242
72	0.05666697715
73	0.056590569
74	0.056520455
75	0.05648951516
76	0.05643172738
77	0.05639460544
78	0.05632745767
79	0.05626460459
80	0.05620042522
81	0.05617034541
82	0.05612111669
83	0.0560424442
84	0.05601361408
85	0.0559777054
86	0.05590729958
87	0.05586346247
88	0.0558018535
89	0.05575914239
90	0.05571681279
91	0.05568157359
92	0.05563527174
93	0.05560723692
94	0.05557627444
95	0.05549518095
96	0.05544499143
97	0.05540813483
98	0.05536528552
99	0.05531525818
100	0.05526934697
101	0.05523721753
102	0.05519101428
103	0.05515434125
104	0.05512898128
105	0.05509605656
106	0.05504696756
107	0.05500483718
108	0.054968397
109	0.05492529948
110	0.05487708776
111	0.05484451589
112	0.05481498422
113	0.05478999024
114	0.05476980257
115	0.05473763094
116	0.05471787843
117	0.05468714912
