id,Attrition
1677,0.1262507107290316
1678,0.169769605170808
1679,0.027457179423558974
1680,0.11999725846196545
1681,0.36479878290212037
1682,0.10589728839454059
1683,0.03983860820155489
1684,0.41968883683540764
1685,0.01805111351288256
1686,0.08140783655881657
1687,0.0061477335846888085
1688,0.1648657880623059
1689,0.010033651928149749
1690,0.035683273609241374
1691,0.3733115149366507
1692,0.5287354373871189
1693,0.0950963553452471
1694,0.05644417686829674
1695,0.16563674532517514
1696,0.10753690360275833
1697,0.4480048972552521
1698,0.017278606846877913
1699,0.10297977310837145
1700,0.13021714385392838
1701,0.2954025404383968
1702,0.056522902509625744
1703,0.1741702027653123
1704,0.020956537402404166
1705,0.08463155092501673
1706,0.03886914706954042
1707,0.09214672459438054
1708,0.1980502419355109
1709,0.1417124635331842
1710,0.08014606813358165
1711,0.15370908715765985
1712,0.321519410832048
1713,0.02214256974699621
1714,0.19917311940013108
1715,0.018395361802589688
1716,0.10392417842103345
1717,0.06523428812973904
1718,0.044584032777287265
1719,0.09911803805285539
1720,0.004313202438809739
1721,0.1852776075415083
1722,0.0452514114003311
1723,0.037230698452789486
1724,0.16236220080910624
1725,0.008857374936954472
1726,0.010776050089278165
1727,0.04732261554094556
1728,0.1508441811166934
1729,0.04296900692890979
1730,0.02560872458652021
1731,0.011074452229716732
1732,0.15614624105333844
1733,0.09845089630146411
1734,0.002898357369054451
1735,0.16503344454158303
1736,0.04192440930482898
1737,0.034036517558530134
1738,0.09760083362741354
1739,0.028822293391068003
1740,0.0027007157436880224
1741,0.07522433492889882
1742,0.0518714137861023
1743,0.2383347667839302
1744,0.012397544783680041
1745,0.006013092499815555
1746,0.011186671271760304
1747,0.22947401896929623
1748,0.05310863535741734
1749,0.03733390303312272
1750,0.25996341449529375
1751,0.22339975242837268
1752,0.03772273847902913
1753,0.08047334482035728
1754,0.26260701979947754
1755,0.00796951146655358
1756,0.3288310768879768
1757,0.039995017982816045
1758,0.003262467121877753
1759,0.009761134276543418
1760,0.022072162896070342
1761,0.039441871009081704
1762,0.11000763261829354
1763,0.043532808394003676
1764,0.0380744076551727
1765,0.09617245109877282
1766,0.02434297936376759
1767,0.008630572812702218
1768,0.5596657911480705
1769,0.2746941811431057
1770,0.11289673985223991
1771,0.03429537023003396
1772,0.0027663261819493253
1773,0.0753435896772355
1774,0.011349217129581252
1775,0.02963641697180032
1776,0.0016073770168350788
1777,0.013234049776871268
1778,0.462784188960177
1779,0.051485157620033875
1780,0.0872369501949617
1781,0.01412966933615639
1782,0.04339286040512008
1783,0.06575659997472322
1784,0.18730381342079197
1785,0.4548623584818154
1786,0.09388123539899851
1787,0.09498037327517582
1788,0.17848792044858014
1789,0.025307599937477943
1790,0.03445967847989264
1791,0.35227833929035834
1792,0.015399328685061345
1793,0.8331186435608344
1794,0.01204450561704768
1795,0.0480218906261054
1796,0.20337378213774476
1797,0.07351819167337299
1798,0.09385642366558289
1799,0.018986658969008984
1800,0.016291195123034213
1801,0.04485894460514579
1802,0.09411671913252574
1803,0.028470548015919087
1804,0.012446015201536535
1805,0.8081301639084085
1806,0.044968893417258654
1807,0.06381365827855348
1808,0.19029986030832255
1809,0.17157512132648325
1810,0.05177989343419478
1811,0.010766907527432396
1812,0.2897974553607194
1813,0.6051939199227092
1814,0.07722078843637939
1815,0.08471935032510206
1816,0.5706901920191129
1817,0.0024706358456823767
1818,0.09411696349574433
1819,0.0036314257626515914
1820,0.012760415293190365
1821,0.10803990583342653
1822,0.05505942477591806
1823,0.0037086260759659146
1824,0.47017615707217325
1825,0.019502051632578437
1826,0.2853694467399396
1827,0.0379918271537331
1828,0.014618507359686034
1829,0.08009574730122546
1830,0.035845001694881466
1831,0.32844566259760427
1832,0.02733682389598765
1833,0.04236084981698021
1834,0.07963267635717668
1835,0.0966405946208979
1836,0.03803220286005821
1837,0.03783811049094856
1838,0.03376917016396169
1839,0.006820641077475606
1840,0.09472408621823289
1841,0.3357958657335384
1842,0.14840300533926115
1843,0.010886127615496151
1844,0.011986722055755477
1845,0.053644105022416885
1846,0.056577834270501684
1847,0.028856967000503587
1848,0.02070545424005931
1849,0.03552506624250592
1850,0.5353349682433909
1851,0.3887947878169211
1852,0.022828196760722858
1853,0.09038283226992641
1854,0.09437043072103442
1855,0.3278056256429297
1856,0.14475951894359984
1857,0.0370258851582434
1858,0.10088381747283015
1859,0.0030651380015125507
1860,0.005802573947457493
1861,0.14994166678133192
1862,0.01901381173295525
1863,0.16053831349742528
1864,0.00772128450467123
1865,0.0169186414283095
1866,0.240926317679188
1867,0.05291170520508645
1868,0.40326905910227495
1869,0.32829531660790945
1870,0.08475598595054545
1871,0.16029334933113093
1872,0.0028625096207334226
1873,0.10397944002564888
1874,0.0067775700360065685
1875,0.005829407634018151
1876,0.04876390919959823
1877,0.03706402242336242
1878,0.013156239528544505
1879,0.013326993103856858
1880,0.5800419427758409
1881,0.06513351824220827
1882,0.03448835061355254
1883,0.013674113833840349
1884,0.04604083848228495
1885,0.06935245374202921
1886,0.03726393778473673
1887,0.014550146015428653
1888,0.12020892484335866
1889,0.02553365230207003
1890,0.3834142936936679
1891,0.008496756894330312
1892,0.38565758574157966
1893,0.017047799573633816
1894,0.05722302155821915
1895,0.15419492707417942
1896,0.03644523276762308
1897,0.22155441329396713
1898,0.009410077727904701
1899,0.029487432087219184
1900,0.015264145566985233
1901,0.03920671021916915
1902,0.008007572974643159
1903,0.028532340302517938
1904,0.13520401066121013
1905,0.04512526961643215
1906,0.11617262314864288
1907,0.2273935827926312
1908,0.1623404384677832
1909,0.03351706189025047
1910,0.0580104517086737
1911,0.059145728631921114
1912,0.01108325301585575
1913,0.003468386975511524
1914,0.022203410140464622
1915,0.05919785274308286
1916,0.2315639062373493
1917,0.09636982581878055
1918,0.07383332642426887
1919,0.046851600293315004
1920,0.004269924032192586
1921,0.048358286855174064
1922,0.006981481991314759
1923,0.02183239115358872
1924,0.12165933861538411
1925,0.006309565396183646
1926,0.23770480945501746
1927,0.011737480973217636
1928,0.3432585549668822
1929,0.04080368971179511
1930,0.12208441046615756
1931,0.048337347914913
1932,0.030812439827252562
1933,0.05563287047331676
1934,0.34295137716858043
1935,0.03433494420536849
1936,0.2884230151030663
1937,0.015948553510845856
1938,0.16936258908429233
1939,0.08840684800890516
1940,0.03766131659993901
1941,0.01698574918800174
1942,0.2266303264383881
