id,Attrition
1677,0.21363863
1678,0.05580263
1679,0.031991135
1680,0.07982107
1681,0.6864302
1682,0.12659961
1683,0.042153638
1684,0.16957265
1685,0.024941193
1686,0.106698185
1687,0.036172573
1688,0.16036338
1689,0.0490705
1690,0.037174765
1691,0.18300293
1692,0.48294652
1693,0.14077997
1694,0.075878054
1695,0.33014795
1696,0.026922334
1697,0.45492226
1698,0.035217658
1699,0.041343585
1700,0.045502856
1701,0.3737788
1702,0.032750633
1703,0.06618651
1704,0.041997578
1705,0.116453804
1706,0.036494028
1707,0.077581644
1708,0.036764383
1709,0.09389652
1710,0.1485962
1711,0.07894658
1712,0.52027
1713,0.017718878
1714,0.113356456
1715,0.0523402
1716,0.052109733
1717,0.053277932
1718,0.03562699
1719,0.07183883
1720,0.019767117
1721,0.453568
1722,0.07381709
1723,0.023162618
1724,0.13158329
1725,0.03442035
1726,0.055283938
1727,0.03609422
1728,0.1297736
1729,0.03194101
1730,0.024953766
1731,0.03592985
1732,0.24841627
1733,0.036694758
1734,0.16143654
1735,0.16505684
1736,0.06270012
1737,0.053337708
1738,0.05678857
1739,0.016139625
1740,0.020779632
1741,0.2333465
1742,0.02038079
1743,0.30536518
1744,0.051644474
1745,0.019817894
1746,0.017185349
1747,0.08991104
1748,0.034906562
1749,0.044556778
1750,0.06872369
1751,0.24443682
1752,0.03476512
1753,0.030053029
1754,0.4086853
1755,0.03463619
1756,0.18002053
1757,0.021038108
1758,0.015995076
1759,0.05557938
1760,0.054828323
1761,0.018794743
1762,0.04395114
1763,0.0412466
1764,0.15837145
1765,0.18334909
1766,0.058887288
1767,0.02497589
1768,0.5904903
1769,0.10351513
1770,0.14852963
1771,0.077946275
1772,0.0134210745
1773,0.15056293
1774,0.06340878
1775,0.098112255
1776,0.013736022
1777,0.04625743
1778,0.61585736
1779,0.073349826
1780,0.073793285
1781,0.036970977
1782,0.02232871
1783,0.11764922
1784,0.14522071
1785,0.48155543
1786,0.098212846
1787,0.051017895
1788,0.10123309
1789,0.11899032
1790,0.09395545
1791,0.38852796
1792,0.018532764
1793,0.7757828
1794,0.016931247
1795,0.0401474
1796,0.16203527
1797,0.09572078
1798,0.17827392
1799,0.036549672
1800,0.02509372
1801,0.056584373
1802,0.21028621
1803,0.050785054
1804,0.08464856
1805,0.73492485
1806,0.02350484
1807,0.092734426
1808,0.07679632
1809,0.17464793
1810,0.111362614
1811,0.024281668
1812,0.3138639
1813,0.36591443
1814,0.021927116
1815,0.021746742
1816,0.13676575
1817,0.019540166
1818,0.056604546
1819,0.022810133
1820,0.016806018
1821,0.07545121
1822,0.05287438
1823,0.032395262
1824,0.24205658
1825,0.01712204
1826,0.12850632
1827,0.02064758
1828,0.05654976
1829,0.38849214
1830,0.106259145
1831,0.66210264
1832,0.047163807
1833,0.049076185
1834,0.08586465
1835,0.07863302
1836,0.046469256
1837,0.019913219
1838,0.03479841
1839,0.018151402
1840,0.040491443
1841,0.049939856
1842,0.05911215
1843,0.041538484
1844,0.023415882
1845,0.12192018
1846,0.071315974
1847,0.021474654
1848,0.03385017
1849,0.026925212
1850,0.14089742
1851,0.4602032
1852,0.032035086
1853,0.07604815
1854,0.09727691
1855,0.14079645
1856,0.28447598
1857,0.038040224
1858,0.3229347
1859,0.021377753
1860,0.016013255
1861,0.026224867
1862,0.04604788
1863,0.5728563
1864,0.012092704
1865,0.027688736
1866,0.074294396
1867,0.05932175
1868,0.20891772
1869,0.66524863
1870,0.13635007
1871,0.058560126
1872,0.020293405
1873,0.04865542
1874,0.057324063
1875,0.020445187
1876,0.0985129
1877,0.105047554
1878,0.020671997
1879,0.041587844
1880,0.40440074
1881,0.17831543
1882,0.035256196
1883,0.02052687
1884,0.021195171
1885,0.057565723
1886,0.12945639
1887,0.02518223
1888,0.18025774
1889,0.042849116
1890,0.08059261
1891,0.027149264
1892,0.4039112
1893,0.05126552
1894,0.02664404
1895,0.046136547
1896,0.022517778
1897,0.04097695
1898,0.029687364
1899,0.060160108
1900,0.07923606
1901,0.12392746
1902,0.012331541
1903,0.037215687
1904,0.030462222
1905,0.032088567
1906,0.050156105
1907,0.21313435
1908,0.11207321
1909,0.023427678
1910,0.061329667
1911,0.031208124
1912,0.012994399
1913,0.013535923
1914,0.035365116
1915,0.050104238
1916,0.27094486
1917,0.14989771
1918,0.02543889
1919,0.019761162
1920,0.031130675
1921,0.032102484
1922,0.033855263
1923,0.028601857
1924,0.34897158
1925,0.01829385
1926,0.034004923
1927,0.01571937
1928,0.119299784
1929,0.07874887
1930,0.08464773
1931,0.14538655
1932,0.027911726
1933,0.042238057
1934,0.4353821
1935,0.025337782
1936,0.12787367
1937,0.02578075
1938,0.2001876
1939,0.10815202
1940,0.027002728
1941,0.025385112
1942,0.07762053
1943,0.04761427
1944,0.024229923
1945,0.030834068
1946,0.09196889
1947,0.2596332
1948,0.05093992
1949,0.036720444
1950,0.029970953
1951,0.072220124
1952,0.050637092
1953,0.027279964
1954,0.026736623
1955,0.02279844
1956,0.037240576
1957,0.047819935
1958,0.0657553
1959,0.031912986
1960,0.12778328
1961,0.033836566
1962,0.03228033
1963,0.11523682
1964,0.10823201
1965,0.059830654
1966,0.015398438
1967,0.5431781
1968,0.26688752
1969,0.037989426
1970,0.31031966
1971,0.5339582
1972,0.03486183
1973,0.018287377
1974,0.15137699
1975,0.06844725
1976,0.17037782
1977,0.023256527
1978,0.016221102
1979,0.040674288
1980,0.026022866
1981,0.046826005
1982,0.017684137
1983,0.18714619
1984,0.073911935
1985,0.06847382
1986,0.021079335
1987,0.01699512
1988,0.034420054
1989,0.3174427
1990,0.02773463
1991,0.028006027
1992,0.03938717
1993,0.018180264
1994,0.038627192
1995,0.077638775
1996,0.050372895
1997,0.06826462
1998,0.021224508
1999,0.03393399
2000,0.28296497
2001,0.07081054
2002,0.029100636
2003,0.54489833
2004,0.089527644
2005,0.039785624
2006,0.03441431
2007,0.05553596
2008,0.09543064
2009,0.024234105
2010,0.28014153
2011,0.12176134
2012,0.014381695
2013,0.036592707
2014,0.051148616
2015,0.019979503
2016,0.10545202
2017,0.079524145
2018,0.045324963
2019,0.026826687
2020,0.050702207
2021,0.011469456
2022,0.021318072
2023,0.10426366
2024,0.3544339
