iter	MAE
0	0.02879100895
1	0.02818996414
2	0.02761864125
3	0.02705775434
4	0.02652669738
5	0.02599724517
6	0.02549324779
7	0.0250033155
8	0.02455137102
9	0.02410099762
10	0.02367917499
11	0.02326436711
12	0.02289427216
13	0.02248362063
14	0.02215379707
15	0.02180047007
16	0.02144850076
17	0.02112252971
18	0.02079191781
19	0.02051369569
20	0.02023243076
21	0.01994426325
22	0.01967795039
23	0.01941330815
24	0.01915553598
25	0.01891018561
26	0.01867642376
27	0.01843164942
28	0.01823601069
29	0.01801509175
30	0.01781003898
31	0.01761505274
32	0.01741979722
33	0.01724195036
34	0.01707566959
35	0.01689875756
36	0.01671436557
37	0.01655313417
38	0.01639332613
39	0.01626708398
40	0.01613501896
41	0.01600391766
42	0.0158533654
43	0.01571599815
44	0.01558320074
45	0.01546437492
46	0.01537545713
47	0.01527044458
48	0.01516826869
49	0.01504568057
50	0.01492451971
51	0.01482289675
52	0.01472551557
53	0.01463569687
54	0.01456148488
55	0.01445896596
56	0.01438849244
57	0.01430478781
58	0.01421809425
59	0.01413345488
60	0.01406198496
61	0.01397743155
62	0.01390563122
63	0.01383126168
64	0.01376854161
65	0.01370115251
66	0.01363202083
67	0.01357074609
68	0.0135215905
69	0.01345951658
70	0.01339881133
71	0.01335751409
72	0.0133167688
73	0.01327289019
74	0.01322494933
75	0.0131768331
76	0.01313293318
77	0.01308502934
78	0.01304437115
79	0.01300097153
80	0.01296076146
81	0.01291940543
82	0.0128774428
83	0.01283717727
84	0.01280418379
85	0.01276226152
86	0.01273007925
87	0.01268837803
88	0.01265348564
89	0.01262246424
90	0.01258470294
91	0.01254506664
92	0.01251364984
93	0.01247577448
94	0.01244626876
95	0.01241261721
96	0.01239514064
97	0.01236153156
98	0.01233430736
99	0.01230822708
100	0.01227948948
101	0.01225104547
102	0.01222783023
103	0.01219869662
104	0.01218206999
105	0.01216760989
106	0.01214177128
107	0.01212787933
108	0.01210248505
109	0.0120774099
110	0.01205956723
111	0.0120389631
112	0.01201678786
113	0.01199331541
114	0.01197644244
115	0.01195924864
116	0.01194122954
117	0.01192285591
118	0.01190362918
119	0.01188489418
120	0.01186409049
121	0.01184139088
122	0.01182319532
123	0.0118076661
124	0.01178893052
125	0.01177174197
126	0.01175295508
127	0.01173784804
128	0.01172382738
129	0.01170902799
130	0.0116968667
131	0.01168355887
132	0.01166938632
133	0.01166176527
134	0.01165258699
135	0.01163850016
136	0.0116235546
137	0.01161594277
138	0.01160355033
139	0.0115913662
140	0.0115770394
141	0.01156611354
142	0.01155198426
143	0.0115409717
144	0.01152776532
145	0.01151807023
146	0.01150632413
147	0.01149571431
148	0.01148334058
149	0.01147306398
150	0.01146122378
151	0.01145031112
152	0.0114400961
153	0.01142896166
154	0.01141901128
155	0.01141048213
156	0.01140256574
157	0.01139277379
158	0.01138488388
159	0.01137779068
160	0.01137172872
161	0.0113651375
162	0.01135868907
163	0.01135145139
164	0.01134289899
165	0.01133460299
166	0.01132850184
167	0.01132267921
168	0.01131534616
169	0.01130575833
170	0.01129843126
171	0.0112918497
172	0.01128385082
173	0.01127483964
174	0.01126563897
175	0.01126165973
176	0.01125387519
177	0.01124711716
178	0.01124292722
179	0.01123767887
180	0.01122988945
181	0.01122226545
182	0.01121716855
183	0.01121093604
184	0.01120547485
185	0.01120061736
186	0.0111951255
187	0.01118841287
188	0.01118135222
189	0.01117591815
190	0.01116850166
191	0.01116257728
192	0.01115569623
193	0.01114978721
194	0.01114450496
195	0.01114080274
196	0.011135344
197	0.01112938372
198	0.01112230482
199	0.01111693824
200	0.01111131942
201	0.01110625468
202	0.01110173777
203	0.01109196495
204	0.01108774477
205	0.01108361576
206	0.0110790633
207	0.01107368379
208	0.01106561851
209	0.01106082979
210	0.01105565643
211	0.01105080194
212	0.01104626103
213	0.01104065228
214	0.01103621655
215	0.01102883515
216	0.01102522047
217	0.01102009835
218	0.0110155741
219	0.01100601852
220	0.01100128097
221	0.01099612262
222	0.0109926418
223	0.01098908628
224	0.01098649626
225	0.01098302286
226	0.01097792427
227	0.01097458869
228	0.01096993336
229	0.01096534673
230	0.01096022071
231	0.01095691379
232	0.01095144759
233	0.01094685334
234	0.01094233912
235	0.01093890246
236	0.01093437761
237	0.01093051082
238	0.01092690904
239	0.01092232772
240	0.01091880685
241	0.01091295113
242	0.01090653909
243	0.01090315513
244	0.01089938847
245	0.01089651004
246	0.01089056188
247	0.01088389565
248	0.01088060353
249	0.01087641388
250	0.01086987865
251	0.01086771604
252	0.01086405145
253	0.01086081064
254	0.01085770033
255	0.01085520547
256	0.01085080396
