iter	Logloss
0	0.6864159538
1	0.680658967
2	0.6746514229
3	0.6690496689
4	0.6639163169
5	0.6588793201
6	0.6543188408
7	0.6500479283
8	0.6462795639
9	0.6425690784
10	0.6386537264
11	0.6353329238
12	0.6321483958
13	0.6290041324
14	0.6262436198
15	0.6234847325
16	0.6209392106
17	0.6186263296
18	0.6161996962
19	0.6141025352
20	0.6118623611
21	0.6100816552
22	0.6081176283
23	0.6063296025
24	0.6045772521
25	0.6030942707
26	0.6017322913
27	0.600182648
28	0.5988288779
29	0.5976184768
30	0.5964343771
31	0.5952622129
32	0.5940492186
33	0.5930243996
34	0.5921162227
35	0.5910807725
36	0.5901992099
37	0.5893107106
38	0.5884439172
39	0.5875508932
40	0.586693741
41	0.5860570069
42	0.5853414142
43	0.5846711524
44	0.5839562033
45	0.5833514854
46	0.5828596113
47	0.5822441298
48	0.581655584
49	0.5810676602
50	0.5804514304
51	0.5799118567
52	0.5794666616
53	0.5790377024
54	0.5786829836
55	0.5783045839
56	0.5778762902
57	0.5774988726
58	0.5771856232
59	0.5767767596
60	0.5764035473
61	0.5759153733
62	0.5755993726
63	0.5752497741
64	0.5749324164
65	0.5745922626
66	0.5743147412
67	0.5740017154
68	0.5737258036
69	0.5733778344
70	0.5731585876
71	0.5729492658
72	0.5727008453
73	0.5723563768
74	0.5721735041
75	0.5718519072
76	0.5715726564
77	0.5713734632
78	0.5711748488
79	0.5708686594
80	0.5706161676
81	0.5702847325
82	0.569948642
83	0.5697410589
84	0.5695991827
85	0.5694021352
86	0.5692001314
87	0.5690061391
88	0.5688059925
89	0.5685773659
90	0.5683960158
91	0.5681265505
92	0.567928563
93	0.5677328783
94	0.5675516043
95	0.567429192
96	0.5672690989
97	0.5671266175
98	0.5669800092
99	0.5668969574
100	0.5666541132
101	0.5664152837
102	0.5662036266
103	0.5660391814
104	0.5657288882
105	0.5655472704
106	0.5653350409
107	0.5651916965
108	0.5650126611
109	0.5648467656
110	0.5646955096
111	0.5645501724
112	0.5643409839
113	0.5641094192
114	0.5638898258
115	0.5637342129
116	0.563656223
117	0.5634921313
118	0.5632385189
119	0.5631010463
120	0.562851468
121	0.5626794748
122	0.5625595236
123	0.5623661414
124	0.5621764424
125	0.5619784044
126	0.5619123467
127	0.5617455405
128	0.5615796007
129	0.5614673949
130	0.5613273179
131	0.5611046361
132	0.5609110191
133	0.5608109375
134	0.5606750238
135	0.5604558339
136	0.5602109921
137	0.5600483497
138	0.5599092967
139	0.5598123062
140	0.5596749724
141	0.5595244634
142	0.5593598
143	0.559248844
144	0.5591159908
145	0.5589859302
146	0.558898014
147	0.5587621492
148	0.5586108794
149	0.5583858935
150	0.5583015077
151	0.5582048026
152	0.5579970864
153	0.5578852693
154	0.5577844316
155	0.5576781313
156	0.55755902
157	0.5573847332
158	0.5571666228
159	0.556982335
160	0.5568708535
161	0.5567772779
162	0.5566372737
163	0.5565130776
164	0.5563678447
165	0.5561539581
166	0.5559527819
167	0.5557452375
168	0.5555896728
169	0.5554309477
170	0.555301479
171	0.5551519333
172	0.5549763643
173	0.5547864117
174	0.5546477158
175	0.5545448752
176	0.554400452
177	0.5543483545
178	0.5541882304
179	0.5540372701
180	0.5538659379
181	0.5537212288
182	0.5536124446
183	0.5535045546
184	0.5534102554
185	0.5533208429
186	0.5532167088
187	0.553045915
188	0.5529062127
189	0.5527535382
190	0.5526779757
191	0.5525466949
192	0.5524368165
193	0.552257003
194	0.5521480672
195	0.552097913
196	0.5520567546
197	0.5518933582
198	0.5517941937
199	0.5516860001
200	0.5515473583
201	0.5513763386
202	0.5512049055
203	0.5510785903
204	0.5509899548
205	0.5508730431
206	0.5507907736
207	0.5506924597
208	0.5505277866
209	0.5504594915
210	0.5502509322
211	0.550097651
212	0.5498958475
213	0.5497491513
214	0.5495827284
215	0.5494649028
216	0.5492790405
217	0.5491670629
218	0.5490122325
219	0.5488431034
220	0.548775394
221	0.5486993665
222	0.548547578
223	0.5484211298
224	0.5483030177
225	0.5482165089
226	0.5481589614
227	0.548000707
228	0.5478696477
229	0.5477429565
230	0.5475362472
231	0.5474812634
232	0.5473604704
233	0.5472871287
234	0.5471389455
235	0.5469873881
236	0.5468014277
237	0.546675108
238	0.5465131967
239	0.5463548945
240	0.5461843555
241	0.5460623134
242	0.5459622641
243	0.5458158737
244	0.5456605412
245	0.5455963327
246	0.5455019913
247	0.5453503385
248	0.545245008
249	0.5451826886
250	0.5450163952
251	0.5448389559
252	0.5447029723
253	0.5446371089
254	0.5445369248
255	0.5443662988
256	0.5442386492
257	0.5441366469
258	0.5439778712
259	0.5439100317
260	0.5437755082
261	0.5436615755
262	0.543595112
263	0.5434589309
264	0.5433678254
265	0.5432398158
266	0.5430639137
267	0.5429212051
268	0.5427473816
269	0.5426806956
270	0.5425876568
271	0.5425144598
272	0.5424128812
273	0.5422512403
274	0.5421137714
275	0.5420034522
276	0.5419103879
277	0.5418667904
278	0.5417707566
279	0.5415808057
280	0.5414494964
281	0.5414059737
282	0.5412907038
283	0.5411887346
284	0.5410190442
285	0.5408767794
286	0.5408001582
287	0.5406574108
288	0.5405575037
289	0.5404492299
290	0.5403033397
291	0.5401081627
292	0.540030082
293	0.5398760173
294	0.539727864
295	0.5395612862
296	0.5394246277
297	0.5391832357
298	0.5390653966
299	0.5388781734
300	0.5386881461
301	0.5385678209
302	0.5384713481
303	0.5383035099
304	0.5381869051
305	0.538072438
306	0.5379725428
307	0.5378923447
308	0.537799616
309	0.5375897979
310	0.5374592679
311	0.537341064
312	0.5372696326
313	0.5370730272
314	0.5369742163
315	0.5367667948
316	0.5366409387
317	0.5365021451
318	0.5363866379
319	0.5362971239
320	0.5361720566
321	0.536015913
322	0.5358420547
323	0.5356397516
324	0.5355537612
325	0.5354231593
326	0.5353453248
327	0.5351801283
328	0.5351076228
329	0.5349694049
330	0.5348617389
331	0.5347361199
332	0.5346628938
333	0.5344977435
334	0.5343968951
335	0.5342396598
336	0.5341175446
337	0.5340128869
338	0.5338521472
339	0.5337370516
340	0.5336284804
341	0.5335566265
342	0.5333566011
343	0.5332153046
344	0.5331614531
345	0.5330016554
346	0.5328695146
347	0.5327511114
348	0.5326457357
349	0.5325431971
350	0.5323922163
351	0.532309119
352	0.5322141698
353	0.5321291512
354	0.5318717667
355	0.5317816597
356	0.5316677048
357	0.531563849
358	0.5312951667
359	0.5312162449
360	0.5310726185
361	0.5309230579
362	0.5308201897
363	0.5307793682
364	0.5307048188
365	0.5305582455
366	0.5304511258
367	0.5303137146
368	0.5301901916
369	0.5300690111
370	0.5298667558
371	0.5296913124
372	0.5295205836
373	0.5294083495
374	0.5292031354
375	0.5291061046
376	0.5289180825
377	0.5287767945
378	0.5286452481
379	0.5284720007
380	0.5283740408
381	0.5282170935
382	0.5281248239
383	0.5279828045
384	0.52778963
385	0.5277025596
386	0.5275764051
387	0.527400618
388	0.5271726756
389	0.5270908791
390	0.5269907489
391	0.5268046877
392	0.5266004844
393	0.5264867177
394	0.526338445
395	0.5262808505
396	0.5261489581
397	0.5260435895
398	0.5258935902
399	0.525817403
400	0.5255541979
401	0.5254413946
402	0.5252646117
403	0.5250488646
404	0.5249065011
405	0.524761806
406	0.5246248631
407	0.5245326425
408	0.5244585142
409	0.5243244543
410	0.5241769645
411	0.5239775009
412	0.523757836
413	0.5235732398
414	0.5233061792
415	0.5232144098
416	0.5230035364
417	0.5228002605
418	0.5226876406
419	0.5225429243
420	0.5224782065
421	0.5223552011
422	0.5221555807
423	0.522005507
424	0.5218656885
425	0.5217120753
426	0.521548371
427	0.5213461226
428	0.5212148412
429	0.5210915745
430	0.5209779231
431	0.5208601101
432	0.5206824378
433	0.5205645565
434	0.520445544
435	0.5201865151
436	0.520008697
437	0.5198738494
438	0.5197686977
439	0.5196008837
440	0.519419323
441	0.5193044978
442	0.5191999782
443	0.5189949913
444	0.5188366476
445	0.5186704115
446	0.5184424358
447	0.5183162516
448	0.5182518785
449	0.5181034752
450	0.5179176008
451	0.5177169004
452	0.5176206405
453	0.5173878934
454	0.517243213
455	0.5171747512
456	0.5169470543
457	0.5168476225
458	0.516649762
459	0.5165364169
460	0.5164370119
461	0.516254077
462	0.5161268205
463	0.5159619811
464	0.5158862657
465	0.5157958405
466	0.5157012797
467	0.5155560574
468	0.5153714657
469	0.5151982621
470	0.5149896753
471	0.5146926017
472	0.514597239
473	0.5144291817
474	0.5143151485
475	0.5141321557
476	0.5140024549
477	0.5138768129
478	0.5137560753
479	0.5136516225
480	0.5135422171
481	0.5134254337
482	0.5132676073
483	0.5131696055
484	0.5130279898
485	0.512877988
486	0.5127504877
487	0.5125140076
488	0.5123306457
489	0.5122119201
490	0.5120442554
491	0.5119233477
492	0.51181415
493	0.5117012107
494	0.511586424
495	0.5114287079
496	0.5113451675
497	0.5111878002
498	0.5110685353
499	0.5108843189
500	0.5107162318
501	0.5106095291
502	0.5105269202
503	0.510382553
504	0.5101965113
505	0.5100892352
506	0.509971627
507	0.5099034525
508	0.5097765369
509	0.5095668083
510	0.5093941618
511	0.5093227693
512	0.509138586
513	0.5090255285
514	0.5089422445
515	0.5088283275
516	0.5087050517
517	0.5085164372
518	0.5084471927
519	0.5082525503
520	0.5081111226
521	0.5079360043
522	0.5077141494
523	0.5075776598
524	0.5074472654
525	0.507177045
526	0.5070741747
527	0.5069203548
528	0.5067589115
529	0.5066924187
530	0.5065837516
531	0.5063634441
532	0.5062757506
533	0.5060775444
534	0.5059706816
535	0.5058807189
536	0.5056899358
537	0.5054331337
538	0.5053253601
539	0.5052172493
540	0.5051110158
541	0.5050220359
542	0.5048984768
543	0.504797283
544	0.50470303
545	0.5045098704
546	0.5044288472
547	0.5042797993
548	0.5041498615
549	0.5040108144
550	0.5038497579
551	0.5037116594
552	0.503621143
553	0.5034942925
554	0.5033610717
555	0.5032725626
556	0.5030957577
557	0.5029578852
558	0.5028670939
559	0.5027360745
560	0.5026350489
561	0.5024477026
562	0.5023270692
563	0.5021324777
564	0.5019976643
565	0.5017831664
566	0.5016140699
567	0.5015657976
568	0.5013486272
569	0.501253166
570	0.5010222962
571	0.5008871834
572	0.5007535069
573	0.5006468569
574	0.5005357351
575	0.5003677811
576	0.5001218258
577	0.5000350968
578	0.4999188337
579	0.4997692504
580	0.4996691281
581	0.4995248089
582	0.4993664877
583	0.499154015
584	0.4989606393
585	0.4988517631
586	0.4987742749
587	0.4987268557
588	0.4985912052
589	0.4984816651
590	0.4983033323
591	0.4981532095
592	0.4979199785
593	0.4978319957
594	0.4976571422
595	0.4975510325
596	0.4974125896
597	0.4972843798
598	0.4970819782
599	0.4969475629
600	0.4968295299
601	0.4966686652
602	0.4965410522
603	0.4964831353
604	0.4963019463
605	0.4960878533
606	0.4959471902
607	0.4957914875
608	0.4956171193
609	0.4954795222
610	0.495400214
611	0.4952358667
612	0.4950832942
613	0.4949944856
614	0.4948981734
615	0.4947909368
616	0.4945504693
617	0.4944483298
618	0.494352442
619	0.4941586945
620	0.4940011015
621	0.4938391735
622	0.4938014915
623	0.4936837208
624	0.4936278479
625	0.4934499697
