iter	RMSE
0	0.3416090925
1	0.3339273817
2	0.3263877652
3	0.3191554742
4	0.3119406993
5	0.3047742501
6	0.2978316775
7	0.2911734221
8	0.284829904
9	0.2784156425
10	0.2722765305
11	0.2664393962
12	0.2604982943
13	0.2545258753
14	0.2488576433
15	0.2434037565
16	0.2381541241
17	0.2330733981
18	0.2279905952
19	0.2232039133
20	0.2184486453
21	0.2135452509
22	0.2090309925
23	0.2044544054
24	0.1999998106
25	0.1956188325
26	0.1912416311
27	0.1871852647
28	0.1831634383
29	0.1791492015
30	0.1752058419
31	0.1714279093
32	0.1677657881
33	0.1641635856
34	0.1605504615
35	0.1570357134
36	0.1536562275
37	0.1503931224
38	0.1472472246
39	0.1441279126
40	0.1411338457
41	0.138251111
42	0.1353083358
43	0.1323558357
44	0.1294976503
45	0.1267672681
46	0.1240848012
47	0.1216540046
48	0.119071822
49	0.1167169213
50	0.1143607997
51	0.111991233
52	0.1096089472
53	0.1074166041
54	0.1051294967
55	0.1029923278
56	0.1009331535
57	0.09879826933
58	0.09679064571
59	0.09478140683
60	0.09291561189
61	0.09111977171
62	0.08931098344
63	0.08759248477
64	0.0858211899
65	0.08419506511
66	0.08259424306
67	0.08097796005
68	0.07938846839
69	0.07784100998
70	0.07640234233
71	0.07487484271
72	0.07342946929
73	0.07202969378
74	0.07065495184
75	0.06926146173
76	0.06799927238
77	0.06679418362
78	0.06549216057
79	0.06424303346
80	0.0630312558
81	0.0618354297
82	0.06069360137
83	0.05955430562
84	0.05848649603
85	0.05739718133
86	0.05647476402
87	0.05545311099
88	0.05446956476
89	0.05348637642
90	0.05249638858
91	0.05155511106
92	0.05070409869
93	0.04982841015
94	0.04894392595
95	0.04805912465
96	0.04719041178
97	0.04636323864
98	0.04554915028
99	0.04479837493
100	0.04401237192
101	0.04328772242
102	0.04253733476
103	0.04186950841
104	0.04114912623
105	0.04045134373
106	0.03980197093
107	0.03914545136
108	0.03855044271
109	0.03791338734
110	0.03730488239
111	0.03669942971
112	0.03611870566
113	0.03557847104
114	0.0350270406
115	0.03450596716
116	0.03398076633
117	0.03347140607
118	0.03298158803
119	0.03249521354
120	0.03202717942
121	0.03155504168
122	0.03111033063
123	0.03066322663
124	0.03021233747
125	0.02977450889
126	0.02939279415
127	0.0290272029
128	0.02864424235
129	0.02825448945
130	0.02786956512
131	0.02751393415
132	0.02718500262
133	0.02683229478
134	0.02649005848
135	0.02613997497
136	0.02580071275
137	0.02545370353
138	0.02513169553
139	0.02482659606
140	0.02453033357
141	0.02423346582
142	0.02394495994
143	0.0236472936
144	0.0233789035
145	0.02309690427
146	0.02281692078
147	0.0225763634
148	0.02232699707
149	0.02207389813
150	0.02185187661
151	0.02161477502
152	0.02137676321
153	0.02113783365
154	0.02092629154
155	0.02070987741
156	0.02051306704
157	0.02031148318
158	0.02010643281
159	0.01989768913
160	0.01970986795
161	0.01951416369
162	0.01933788304
163	0.01914887947
164	0.01896943128
165	0.01879779369
166	0.01862881927
167	0.01846357698
168	0.01831450688
169	0.0181779399
170	0.01802762825
171	0.01786601972
172	0.01770521628
173	0.01754773059
174	0.01740219158
175	0.01725733404
176	0.01712244205
177	0.0170016471
178	0.01687244715
179	0.01674645356
180	0.01662779028
181	0.01649943368
182	0.01638787903
183	0.016284259
184	0.01616421001
185	0.01605035936
186	0.01591935212
187	0.01581493342
188	0.01570714665
